"Notes"	"State of Residence"	"State of Residence Code"	"Year"	"Year Code"	"Month"	"Month Code"	Births
	"Tennessee"	"47"	"2022"	"2022"	"January"	"1"	6853
	"Tennessee"	"47"	"2022"	"2022"	"February"	"2"	6029
	"Tennessee"	"47"	"2022"	"2022"	"March"	"3"	6898
	"Tennessee"	"47"	"2022"	"2022"	"April"	"4"	6460
	"Tennessee"	"47"	"2022"	"2022"	"May"	"5"	6431
	"Tennessee"	"47"	"2022"	"2022"	"June"	"6"	6772
	"Tennessee"	"47"	"2022"	"2022"	"July"	"7"	7109
	"Tennessee"	"47"	"2022"	"2022"	"August"	"8"	7545
	"Tennessee"	"47"	"2022"	"2022"	"September"	"9"	7137
	"Tennessee"	"47"	"2022"	"2022"	"October"	"10"	6841
	"Tennessee"	"47"	"2022"	"2022"	"November"	"11"	6914
	"Tennessee"	"47"	"2022"	"2022"	"December"	"12"	7276
"Total"	"Tennessee"	"47"	"2022"	"2022"			82265
"Total"	"Tennessee"	"47"					242671
	"Texas"	"48"	"2020"	"2020"	"January"	"1"	31514
	"Texas"	"48"	"2020"	"2020"	"February"	"2"	28462
	"Texas"	"48"	"2020"	"2020"	"March"	"3"	30309
	"Texas"	"48"	"2020"	"2020"	"April"	"4"	29011
	"Texas"	"48"	"2020"	"2020"	"May"	"5"	29461
	"Texas"	"48"	"2020"	"2020"	"June"	"6"	29663
	"Texas"	"48"	"2020"	"2020"	"July"	"7"	32483
	"Texas"	"48"	"2020"	"2020"	"August"	"8"	32708
	"Texas"	"48"	"2020"	"2020"	"September"	"9"	32451
	"Texas"	"48"	"2020"	"2020"	"October"	"10"	31956
	"Texas"	"48"	"2020"	"2020"	"November"	"11"	29808
	"Texas"	"48"	"2020"	"2020"	"December"	"12"	30364
"Total"	"Texas"	"48"	"2020"	"2020"			368190
	"Texas"	"48"	"2021"	"2021"	"January"	"1"	28426
	"Texas"	"48"	"2021"	"2021"	"February"	"2"	26792
	"Texas"	"48"	"2021"	"2021"	"March"	"3"	30340
	"Texas"	"48"	"2021"	"2021"	"April"	"4"	28647
	"Texas"	"48"	"2021"	"2021"	"May"	"5"	29387
	"Texas"	"48"	"2021"	"2021"	"June"	"6"	31080
	"Texas"	"48"	"2021"	"2021"	"July"	"7"	33019
	"Texas"	"48"	"2021"	"2021"	"August"	"8"	33864
	"Texas"	"48"	"2021"	"2021"	"September"	"9"	33904
	"Texas"	"48"	"2021"	"2021"	"October"	"10"	32661
	"Texas"	"48"	"2021"	"2021"	"November"	"11"	32111
	"Texas"	"48"	"2021"	"2021"	"December"	"12"	33363
"Total"	"Texas"	"48"	"2021"	"2021"			373594
	"Texas"	"48"	"2022"	"2022"	"January"	"1"	31375
	"Texas"	"48"	"2022"	"2022"	"February"	"2"	28856
	"Texas"	"48"	"2022"	"2022"	"March"	"3"	32268
	"Texas"	"48"	"2022"	"2022"	"April"	"4"	29814
	"Texas"	"48"	"2022"	"2022"	"May"	"5"	30452
	"Texas"	"48"	"2022"	"2022"	"June"	"6"	32148
	"Texas"	"48"	"2022"	"2022"	"July"	"7"	33486
	"Texas"	"48"	"2022"	"2022"	"August"	"8"	36498
	"Texas"	"48"	"2022"	"2022"	"September"	"9"	33875
	"Texas"	"48"	"2022"	"2022"	"October"	"10"	33019
	"Texas"	"48"	"2022"	"2022"	"November"	"11"	33353
	"Texas"	"48"	"2022"	"2022"	"December"	"12"	34597
"Total"	"Texas"	"48"	"2022"	"2022"			389741
"Total"	"Texas"	"48"					1131525
	"Utah"	"49"	"2020"	"2020"	"January"	"1"	3682
	"Utah"	"49"	"2020"	"2020"	"February"	"2"	3531
	"Utah"	"49"	"2020"	"2020"	"March"	"3"	3995
	"Utah"	"49"	"2020"	"2020"	"April"	"4"	3882
	"Utah"	"49"	"2020"	"2020"	"May"	"5"	3880
	"Utah"	"49"	"2020"	"2020"	"June"	"6"	4114
	"Utah"	"49"	"2020"	"2020"	"July"	"7"	4218
	"Utah"	"49"	"2020"	"2020"	"August"	"8"	4022
	"Utah"	"49"	"2020"	"2020"	"September"	"9"	3805
	"Utah"	"49"	"2020"	"2020"	"October"	"10"	3779
	"Utah"	"49"	"2020"	"2020"	"November"	"11"	3367
	"Utah"	"49"	"2020"	"2020"	"December"	"12"	3427
"Total"	"Utah"	"49"	"2020"	"2020"			45702
	"Utah"	"49"	"2021"	"2021"	"January"	"1"	3346
	"Utah"	"49"	"2021"	"2021"	"February"	"2"	3427
	"Utah"	"49"	"2021"	"2021"	"March"	"3"	4101
	"Utah"	"49"	"2021"	"2021"	"April"	"4"	3908
	"Utah"	"49"	"2021"	"2021"	"May"	"5"	4097
	"Utah"	"49"	"2021"	"2021"	"June"	"6"	4216
	"Utah"	"49"	"2021"	"2021"	"July"	"7"	4197
	"Utah"	"49"	"2021"	"2021"	"August"	"8"	4153
	"Utah"	"49"	"2021"	"2021"	"September"	"9"	4015
	"Utah"	"49"	"2021"	"2021"	"October"	"10"	3838
	"Utah"	"49"	"2021"	"2021"	"November"	"11"	3656
	"Utah"	"49"	"2021"	"2021"	"December"	"12"	3758
"Total"	"Utah"	"49"	"2021"	"2021"			46712
	"Utah"	"49"	"2022"	"2022"	"January"	"1"	3553
	"Utah"	"49"	"2022"	"2022"	"February"	"2"	3404
	"Utah"	"49"	"2022"	"2022"	"March"	"3"	4032
	"Utah"	"49"	"2022"	"2022"	"April"	"4"	3822
	"Utah"	"49"	"2022"	"2022"	"May"	"5"	3921
	"Utah"	"49"	"2022"	"2022"	"June"	"6"	3946
	"Utah"	"49"	"2022"	"2022"	"July"	"7"	4082
	"Utah"	"49"	"2022"	"2022"	"August"	"8"	4044
	"Utah"	"49"	"2022"	"2022"	"September"	"9"	3765
	"Utah"	"49"	"2022"	"2022"	"October"	"10"	3804
	"Utah"	"49"	"2022"	"2022"	"November"	"11"	3698
	"Utah"	"49"	"2022"	"2022"	"December"	"12"	3697
"Total"	"Utah"	"49"	"2022"	"2022"			45768
"Total"	"Utah"	"49"					138182
	"Vermont"	"50"	"2020"	"2020"	"January"	"1"	426
	"Vermont"	"50"	"2020"	"2020"	"February"	"2"	378
	"Vermont"	"50"	"2020"	"2020"	"March"	"3"	465
	"Vermont"	"50"	"2020"	"2020"	"April"	"4"	409
	"Vermont"	"50"	"2020"	"2020"	"May"	"5"	460
	"Vermont"	"50"	"2020"	"2020"	"June"	"6"	442
	"Vermont"	"50"	"2020"	"2020"	"July"	"7"	471
	"Vermont"	"50"	"2020"	"2020"	"August"	"8"	484
	"Vermont"	"50"	"2020"	"2020"	"September"	"9"	432
	"Vermont"	"50"	"2020"	"2020"	"October"	"10"	394
	"Vermont"	"50"	"2020"	"2020"	"November"	"11"	369
	"Vermont"	"50"	"2020"	"2020"	"December"	"12"	403
"Total"	"Vermont"	"50"	"2020"	"2020"			5133
	"Vermont"	"50"	"2021"	"2021"	"January"	"1"	400
	"Vermont"	"50"	"2021"	"2021"	"February"	"2"	361
	"Vermont"	"50"	"2021"	"2021"	"March"	"3"	423
	"Vermont"	"50"	"2021"	"2021"	"April"	"4"	468
	"Vermont"	"50"	"2021"	"2021"	"May"	"5"	446
	"Vermont"	"50"	"2021"	"2021"	"June"	"6"	523
	"Vermont"	"50"	"2021"	"2021"	"July"	"7"	514
	"Vermont"	"50"	"2021"	"2021"	"August"	"8"	540
	"Vermont"	"50"	"2021"	"2021"	"September"	"9"	469
	"Vermont"	"50"	"2021"	"2021"	"October"	"10"	427
	"Vermont"	"50"	"2021"	"2021"	"November"	"11"	390
	"Vermont"	"50"	"2021"	"2021"	"December"	"12"	423
"Total"	"Vermont"	"50"	"2021"	"2021"			5384
	"Vermont"	"50"	"2022"	"2022"	"January"	"1"	452
	"Vermont"	"50"	"2022"	"2022"	"February"	"2"	359
	"Vermont"	"50"	"2022"	"2022"	"March"	"3"	469
	"Vermont"	"50"	"2022"	"2022"	"April"	"4"	437
	"Vermont"	"50"	"2022"	"2022"	"May"	"5"	466
	"Vermont"	"50"	"2022"	"2022"	"June"	"6"	491
	"Vermont"	"50"	"2022"	"2022"	"July"	"7"	471
	"Vermont"	"50"	"2022"	"2022"	"August"	"8"	474
	"Vermont"	"50"	"2022"	"2022"	"September"	"9"	464
	"Vermont"	"50"	"2022"	"2022"	"October"	"10"	418
	"Vermont"	"50"	"2022"	"2022"	"November"	"11"	408
	"Vermont"	"50"	"2022"	"2022"	"December"	"12"	407
"Total"	"Vermont"	"50"	"2022"	"2022"			5316
"Total"	"Vermont"	"50"					15833
	"Virginia"	"51"	"2020"	"2020"	"January"	"1"	7894
	"Virginia"	"51"	"2020"	"2020"	"February"	"2"	7489
	"Virginia"	"51"	"2020"	"2020"	"March"	"3"	7889
	"Virginia"	"51"	"2020"	"2020"	"April"	"4"	7723
	"Virginia"	"51"	"2020"	"2020"	"May"	"5"	7938
	"Virginia"	"51"	"2020"	"2020"	"June"	"6"	7930
	"Virginia"	"51"	"2020"	"2020"	"July"	"7"	8438
	"Virginia"	"51"	"2020"	"2020"	"August"	"8"	8429
	"Virginia"	"51"	"2020"	"2020"	"September"	"9"	8110
	"Virginia"	"51"	"2020"	"2020"	"October"	"10"	8068
	"Virginia"	"51"	"2020"	"2020"	"November"	"11"	7328
	"Virginia"	"51"	"2020"	"2020"	"December"	"12"	7513
"Total"	"Virginia"	"51"	"2020"	"2020"			94749
	"Virginia"	"51"	"2021"	"2021"	"January"	"1"	7304
	"Virginia"	"51"	"2021"	"2021"	"February"	"2"	6946
	"Virginia"	"51"	"2021"	"2021"	"March"	"3"	8063
	"Virginia"	"51"	"2021"	"2021"	"April"	"4"	7793
	"Virginia"	"51"	"2021"	"2021"	"May"	"5"	7916
	"Virginia"	"51"	"2021"	"2021"	"June"	"6"	8395
	"Virginia"	"51"	"2021"	"2021"	"July"	"7"	8469
	"Virginia"	"51"	"2021"	"2021"	"August"	"8"	8525
	"Virginia"	"51"	"2021"	"2021"	"September"	"9"	8590
	"Virginia"	"51"	"2021"	"2021"	"October"	"10"	8092
	"Virginia"	"51"	"2021"	"2021"	"November"	"11"	7683
	"Virginia"	"51"	"2021"	"2021"	"December"	"12"	8049
"Total"	"Virginia"	"51"	"2021"	"2021"			95825
	"Virginia"	"51"	"2022"	"2022"	"January"	"1"	7600
	"Virginia"	"51"	"2022"	"2022"	"February"	"2"	7316
	"Virginia"	"51"	"2022"	"2022"	"March"	"3"	7808
	"Virginia"	"51"	"2022"	"2022"	"April"	"4"	7572
	"Virginia"	"51"	"2022"	"2022"	"May"	"5"	7777
	"Virginia"	"51"	"2022"	"2022"	"June"	"6"	8182
	"Virginia"	"51"	"2022"	"2022"	"July"	"7"	8459
	"Virginia"	"51"	"2022"	"2022"	"August"	"8"	8925
	"Virginia"	"51"	"2022"	"2022"	"September"	"9"	8140
	"Virginia"	"51"	"2022"	"2022"	"October"	"10"	7887
	"Virginia"	"51"	"2022"	"2022"	"November"	"11"	7873
	"Virginia"	"51"	"2022"	"2022"	"December"	"12"	8091
"Total"	"Virginia"	"51"	"2022"	"2022"			95630
"Total"	"Virginia"	"51"					286204
	"Washington"	"53"	"2020"	"2020"	"January"	"1"	6825
	"Washington"	"53"	"2020"	"2020"	"February"	"2"	6542
	"Washington"	"53"	"2020"	"2020"	"March"	"3"	7043
	"Washington"	"53"	"2020"	"2020"	"April"	"4"	6850
	"Washington"	"53"	"2020"	"2020"	"May"	"5"	7095
	"Washington"	"53"	"2020"	"2020"	"June"	"6"	7129
	"Washington"	"53"	"2020"	"2020"	"July"	"7"	7602
	"Washington"	"53"	"2020"	"2020"	"August"	"8"	7222
	"Washington"	"53"	"2020"	"2020"	"September"	"9"	6868
	"Washington"	"53"	"2020"	"2020"	"October"	"10"	7034
	"Washington"	"53"	"2020"	"2020"	"November"	"11"	6348
	"Washington"	"53"	"2020"	"2020"	"December"	"12"	6528
"Total"	"Washington"	"53"	"2020"	"2020"			83086
	"Washington"	"53"	"2021"	"2021"	"January"	"1"	6370
	"Washington"	"53"	"2021"	"2021"	"February"	"2"	6131
	"Washington"	"53"	"2021"	"2021"	"March"	"3"	6916
	"Washington"	"53"	"2021"	"2021"	"April"	"4"	7082
	"Washington"	"53"	"2021"	"2021"	"May"	"5"	7238
	"Washington"	"53"	"2021"	"2021"	"June"	"6"	7200
	"Washington"	"53"	"2021"	"2021"	"July"	"7"	7466
	"Washington"	"53"	"2021"	"2021"	"August"	"8"	7587
	"Washington"	"53"	"2021"	"2021"	"September"	"9"	7313
	"Washington"	"53"	"2021"	"2021"	"October"	"10"	7044
	"Washington"	"53"	"2021"	"2021"	"November"	"11"	6672
	"Washington"	"53"	"2021"	"2021"	"December"	"12"	6892
"Total"	"Washington"	"53"	"2021"	"2021"			83911
	"Washington"	"53"	"2022"	"2022"	"January"	"1"	6625
	"Washington"	"53"	"2022"	"2022"	"February"	"2"	6283
	"Washington"	"53"	"2022"	"2022"	"March"	"3"	7044
	"Washington"	"53"	"2022"	"2022"	"April"	"4"	6861
	"Washington"	"53"	"2022"	"2022"	"May"	"5"	7043
	"Washington"	"53"	"2022"	"2022"	"June"	"6"	7088
	"Washington"	"53"	"2022"	"2022"	"July"	"7"	7408
	"Washington"	"53"	"2022"	"2022"	"August"	"8"	7533
	"Washington"	"53"	"2022"	"2022"	"September"	"9"	7006
	"Washington"	"53"	"2022"	"2022"	"October"	"10"	6896
	"Washington"	"53"	"2022"	"2022"	"November"	"11"	6686
	"Washington"	"53"	"2022"	"2022"	"December"	"12"	6860
"Total"	"Washington"	"53"	"2022"	"2022"			83333
"Total"	"Washington"	"53"					250330
	"West Virginia"	"54"	"2020"	"2020"	"January"	"1"	1512
	"West Virginia"	"54"	"2020"	"2020"	"February"	"2"	1306
	"West Virginia"	"54"	"2020"	"2020"	"March"	"3"	1404
	"West Virginia"	"54"	"2020"	"2020"	"April"	"4"	1407
	"West Virginia"	"54"	"2020"	"2020"	"May"	"5"	1428
	"West Virginia"	"54"	"2020"	"2020"	"June"	"6"	1473
	"West Virginia"	"54"	"2020"	"2020"	"July"	"7"	1545
	"West Virginia"	"54"	"2020"	"2020"	"August"	"8"	1507
	"West Virginia"	"54"	"2020"	"2020"	"September"	"9"	1522
	"West Virginia"	"54"	"2020"	"2020"	"October"	"10"	1460
	"West Virginia"	"54"	"2020"	"2020"	"November"	"11"	1337
	"West Virginia"	"54"	"2020"	"2020"	"December"	"12"	1422
"Total"	"West Virginia"	"54"	"2020"	"2020"			17323
	"West Virginia"	"54"	"2021"	"2021"	"January"	"1"	1298
	"West Virginia"	"54"	"2021"	"2021"	"February"	"2"	1241
	"West Virginia"	"54"	"2021"	"2021"	"March"	"3"	1456
	"West Virginia"	"54"	"2021"	"2021"	"April"	"4"	1395
	"West Virginia"	"54"	"2021"	"2021"	"May"	"5"	1380
	"West Virginia"	"54"	"2021"	"2021"	"June"	"6"	1541
	"West Virginia"	"54"	"2021"	"2021"	"July"	"7"	1545
	"West Virginia"	"54"	"2021"	"2021"	"August"	"8"	1526
	"West Virginia"	"54"	"2021"	"2021"	"September"	"9"	1507
	"West Virginia"	"54"	"2021"	"2021"	"October"	"10"	1476
	"West Virginia"	"54"	"2021"	"2021"	"November"	"11"	1369
	"West Virginia"	"54"	"2021"	"2021"	"December"	"12"	1464
"Total"	"West Virginia"	"54"	"2021"	"2021"			17198
	"West Virginia"	"54"	"2022"	"2022"	"January"	"1"	1328
	"West Virginia"	"54"	"2022"	"2022"	"February"	"2"	1294
	"West Virginia"	"54"	"2022"	"2022"	"March"	"3"	1406
	"West Virginia"	"54"	"2022"	"2022"	"April"	"4"	1374
	"West Virginia"	"54"	"2022"	"2022"	"May"	"5"	1351
	"West Virginia"	"54"	"2022"	"2022"	"June"	"6"	1421
	"West Virginia"	"54"	"2022"	"2022"	"July"	"7"	1496
	"West Virginia"	"54"	"2022"	"2022"	"August"	"8"	1571
	"West Virginia"	"54"	"2022"	"2022"	"September"	"9"	1477
	"West Virginia"	"54"	"2022"	"2022"	"October"	"10"	1432
	"West Virginia"	"54"	"2022"	"2022"	"November"	"11"	1387
	"West Virginia"	"54"	"2022"	"2022"	"December"	"12"	1392
"Total"	"West Virginia"	"54"	"2022"	"2022"			16929
"Total"	"West Virginia"	"54"					51450
	"Wisconsin"	"55"	"2020"	"2020"	"January"	"1"	4925
	"Wisconsin"	"55"	"2020"	"2020"	"February"	"2"	4787
	"Wisconsin"	"55"	"2020"	"2020"	"March"	"3"	5263
	"Wisconsin"	"55"	"2020"	"2020"	"April"	"4"	4984
	"Wisconsin"	"55"	"2020"	"2020"	"May"	"5"	5346
	"Wisconsin"	"55"	"2020"	"2020"	"June"	"6"	5263
	"Wisconsin"	"55"	"2020"	"2020"	"July"	"7"	5466
	"Wisconsin"	"55"	"2020"	"2020"	"August"	"8"	5305
	"Wisconsin"	"55"	"2020"	"2020"	"September"	"9"	5039
	"Wisconsin"	"55"	"2020"	"2020"	"October"	"10"	4978
	"Wisconsin"	"55"	"2020"	"2020"	"November"	"11"	4463
	"Wisconsin"	"55"	"2020"	"2020"	"December"	"12"	4775
"Total"	"Wisconsin"	"55"	"2020"	"2020"			60594
	"Wisconsin"	"55"	"2021"	"2021"	"January"	"1"	4550
	"Wisconsin"	"55"	"2021"	"2021"	"February"	"2"	4414
	"Wisconsin"	"55"	"2021"	"2021"	"March"	"3"	5132
	"Wisconsin"	"55"	"2021"	"2021"	"April"	"4"	5181
	"Wisconsin"	"55"	"2021"	"2021"	"May"	"5"	5356
	"Wisconsin"	"55"	"2021"	"2021"	"June"	"6"	5553
	"Wisconsin"	"55"	"2021"	"2021"	"July"	"7"	5522
	"Wisconsin"	"55"	"2021"	"2021"	"August"	"8"	5438
	"Wisconsin"	"55"	"2021"	"2021"	"September"	"9"	5376
	"Wisconsin"	"55"	"2021"	"2021"	"October"	"10"	5207
	"Wisconsin"	"55"	"2021"	"2021"	"November"	"11"	4983
	"Wisconsin"	"55"	"2021"	"2021"	"December"	"12"	5069
"Total"	"Wisconsin"	"55"	"2021"	"2021"			61781
	"Wisconsin"	"55"	"2022"	"2022"	"January"	"1"	4718
	"Wisconsin"	"55"	"2022"	"2022"	"February"	"2"	4480
	"Wisconsin"	"55"	"2022"	"2022"	"March"	"3"	5116
	"Wisconsin"	"55"	"2022"	"2022"	"April"	"4"	4850
	"Wisconsin"	"55"	"2022"	"2022"	"May"	"5"	5041
	"Wisconsin"	"55"	"2022"	"2022"	"June"	"6"	5144
	"Wisconsin"	"55"	"2022"	"2022"	"July"	"7"	5254
	"Wisconsin"	"55"	"2022"	"2022"	"August"	"8"	5501
	"Wisconsin"	"55"	"2022"	"2022"	"September"	"9"	4994
	"Wisconsin"	"55"	"2022"	"2022"	"October"	"10"	5007
	"Wisconsin"	"55"	"2022"	"2022"	"November"	"11"	4953
	"Wisconsin"	"55"	"2022"	"2022"	"December"	"12"	4991
"Total"	"Wisconsin"	"55"	"2022"	"2022"			60049
"Total"	"Wisconsin"	"55"					182424
	"Wyoming"	"56"	"2020"	"2020"	"January"	"1"	497
	"Wyoming"	"56"	"2020"	"2020"	"February"	"2"	460
	"Wyoming"	"56"	"2020"	"2020"	"March"	"3"	488
	"Wyoming"	"56"	"2020"	"2020"	"April"	"4"	530
	"Wyoming"	"56"	"2020"	"2020"	"May"	"5"	537
	"Wyoming"	"56"	"2020"	"2020"	"June"	"6"	516
	"Wyoming"	"56"	"2020"	"2020"	"July"	"7"	571
	"Wyoming"	"56"	"2020"	"2020"	"August"	"8"	563
	"Wyoming"	"56"	"2020"	"2020"	"September"	"9"	515
	"Wyoming"	"56"	"2020"	"2020"	"October"	"10"	499
	"Wyoming"	"56"	"2020"	"2020"	"November"	"11"	432
	"Wyoming"	"56"	"2020"	"2020"	"December"	"12"	520
"Total"	"Wyoming"	"56"	"2020"	"2020"			6128
	"Wyoming"	"56"	"2021"	"2021"	"January"	"1"	457
	"Wyoming"	"56"	"2021"	"2021"	"February"	"2"	445
	"Wyoming"	"56"	"2021"	"2021"	"March"	"3"	551
	"Wyoming"	"56"	"2021"	"2021"	"April"	"4"	529
	"Wyoming"	"56"	"2021"	"2021"	"May"	"5"	549
	"Wyoming"	"56"	"2021"	"2021"	"June"	"6"	536
	"Wyoming"	"56"	"2021"	"2021"	"July"	"7"	582
	"Wyoming"	"56"	"2021"	"2021"	"August"	"8"	561
	"Wyoming"	"56"	"2021"	"2021"	"September"	"9"	514
	"Wyoming"	"56"	"2021"	"2021"	"October"	"10"	494
	"Wyoming"	"56"	"2021"	"2021"	"November"	"11"	493
	"Wyoming"	"56"	"2021"	"2021"	"December"	"12"	526
"Total"	"Wyoming"	"56"	"2021"	"2021"			6237
	"Wyoming"	"56"	"2022"	"2022"	"January"	"1"	430
	"Wyoming"	"56"	"2022"	"2022"	"February"	"2"	491
	"Wyoming"	"56"	"2022"	"2022"	"March"	"3"	526
	"Wyoming"	"56"	"2022"	"2022"	"April"	"4"	489
	"Wyoming"	"56"	"2022"	"2022"	"May"	"5"	549
	"Wyoming"	"56"	"2022"	"2022"	"June"	"6"	487
	"Wyoming"	"56"	"2022"	"2022"	"July"	"7"	560
	"Wyoming"	"56"	"2022"	"2022"	"August"	"8"	534
	"Wyoming"	"56"	"2022"	"2022"	"September"	"9"	534
	"Wyoming"	"56"	"2022"	"2022"	"October"	"10"	494
	"Wyoming"	"56"	"2022"	"2022"	"November"	"11"	450
	"Wyoming"	"56"	"2022"	"2022"	"December"	"12"	505
"Total"	"Wyoming"	"56"	"2022"	"2022"			6049
"Total"	"Wyoming"	"56"					18414
"Total"							10945697
"---"
"Dataset: Natality, 2016-2022 expanded"
"Query Parameters:"
"Month: January; February; March; April; May; June; July; August; September; October; November; December"
"Year: 2020; 2021; 2022"
"Group By: State of Residence; Year; Month"
"Show Totals: True"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/Natality-expanded.html for more information."
"---"
"Query Date: Nov 14, 2023 8:33:44 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2022, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Nov 14, 2023 8:33:44 AM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
